Virus name	GISAID ID	Date	Location
DP0005	EPI_ISL_416565	2020-02-15	DP
DP0027	EPI_ISL_416566	2020-02-15	DP
DP0037	EPI_ISL_416567	2020-02-15	DP
DP0058	EPI_ISL_416568	2020-02-15	DP
DP0059	EPI_ISL_416569	2020-02-15	DP
DP0065	EPI_ISL_416570	2020-02-15	DP
DP0077	EPI_ISL_416571	2020-02-15	DP
DP0078	EPI_ISL_416572	2020-02-15	DP
DP0104	EPI_ISL_416573	2020-02-15	DP
DP0107	EPI_ISL_416574	2020-02-15	DP
DP0121	EPI_ISL_416575	2020-02-15	DP
DP0133	EPI_ISL_416576	2020-02-15	DP
DP0134	EPI_ISL_416577	2020-02-15	DP
DP0152	EPI_ISL_416578	2020-02-15	DP
DP0158	EPI_ISL_416579	2020-02-15	DP
DP0184	EPI_ISL_416580	2020-02-15	DP
DP0190	EPI_ISL_416581	2020-02-15	DP
DP0191	EPI_ISL_416582	2020-02-15	DP
DP0196	EPI_ISL_416583	2020-02-15	DP
DP0200	EPI_ISL_416584	2020-02-15	DP
DP0236	EPI_ISL_416585	2020-02-16	DP
DP0274	EPI_ISL_416586	2020-02-16	DP
DP0278	EPI_ISL_416587	2020-02-16	DP
DP0286	EPI_ISL_416588	2020-02-16	DP
DP0287	EPI_ISL_416589	2020-02-16	DP
DP0289	EPI_ISL_416590	2020-02-16	DP
DP0290	EPI_ISL_416591	2020-02-16	DP
DP0294	EPI_ISL_416592	2020-02-16	DP
DP0311	EPI_ISL_416593	2020-02-16	DP
DP0319	EPI_ISL_416594	2020-02-16	DP
DP0328	EPI_ISL_416595	2020-02-16	DP
DP0344	EPI_ISL_416596	2020-02-16	DP
DP0346	EPI_ISL_416597	2020-02-16	DP
DP0357	EPI_ISL_416598	2020-02-16	DP
DP0361	EPI_ISL_416599	2020-02-16	DP
DP0438	EPI_ISL_416600	2020-02-16	DP
DP0457	EPI_ISL_416601	2020-02-16	DP
DP0462	EPI_ISL_416602	2020-02-16	DP
DP0464	EPI_ISL_416603	2020-02-16	DP
DP0476	EPI_ISL_416604	2020-02-16	DP
DP0481	EPI_ISL_416605	2020-02-16	DP
DP0482	EPI_ISL_416606	2020-02-16	DP
DP0543	EPI_ISL_416607	2020-02-17	DP
DP0544	EPI_ISL_416608	2020-02-17	DP
DP0568	EPI_ISL_416609	2020-02-17	DP
DP0588	EPI_ISL_416610	2020-02-17	DP
DP0644	EPI_ISL_416611	2020-02-17	DP
DP0645	EPI_ISL_416612	2020-02-17	DP
DP0654	EPI_ISL_416613	2020-02-17	DP
DP0687	EPI_ISL_416614	2020-02-17	DP
DP0690	EPI_ISL_416615	2020-02-17	DP
DP0697	EPI_ISL_416616	2020-02-17	DP
DP0699	EPI_ISL_416617	2020-02-17	DP
DP0700	EPI_ISL_416618	2020-02-17	DP
DP0703	EPI_ISL_416619	2020-02-17	DP
DP0724	EPI_ISL_416620	2020-02-17	DP
DP0743	EPI_ISL_416621	2020-02-17	DP
DP0752	EPI_ISL_416622	2020-02-17	DP
DP0763	EPI_ISL_416623	2020-02-17	DP
DP0764	EPI_ISL_416624	2020-02-17	DP
DP0765	EPI_ISL_416625	2020-02-17	DP
DP0779	EPI_ISL_416626	2020-02-17	DP
DP0785	EPI_ISL_416627	2020-02-17	DP
DP0786	EPI_ISL_416628	2020-02-17	DP
DP0802	EPI_ISL_416629	2020-02-17	DP
DP0803	EPI_ISL_416630	2020-02-17	DP
DP0804	EPI_ISL_416631	2020-02-17	DP
DP0827	EPI_ISL_416632	2020-02-17	DP
DP0880	EPI_ISL_416633	2020-02-17	DP
DP0890	EPI_ISL_416634	2020-02-17	DP
Wuhan/IVDC-HB-01/2019	EPI_ISL_402119	2019-12-30	China
Wuhan/IVDC-HB-04/2020	EPI_ISL_402120	2020-01-01	China
Wuhan/IVDC-HB-05/2019	EPI_ISL_402121	2019-12-30	China
Wuhan/IPBCAMS-WH-01/2019	EPI_ISL_402123	2019-12-24	China
Wuhan/WIV04/2019	EPI_ISL_402124	2019-12-30	China
Wuhan-Hu-1/2019	EPI_ISL_402125	2019-12-26	China
Wuhan/WIV02/2019	EPI_ISL_402127	2019-12-30	China
Wuhan/WIV05/2019	EPI_ISL_402128	2019-12-30	China
Wuhan/WIV06/2019	EPI_ISL_402129	2019-12-30	China
Wuhan/WIV07/2019	EPI_ISL_402130	2019-12-30	China
Wuhan/HBCDC-HB-01/2019	EPI_ISL_402132	2019-12-30	China
Wuhan/IPBCAMS-WH-05/2020	EPI_ISL_403928	2020-01-01	China
Wuhan/IPBCAMS-WH-04/2019	EPI_ISL_403929	2019-12-30	China
Wuhan/IPBCAMS-WH-03/2019	EPI_ISL_403930	2019-12-30	China
Wuhan/IPBCAMS-WH-02/2019	EPI_ISL_403931	2019-12-30	China
Guangdong/20SF012/2020	EPI_ISL_403932	2020-01-14	China
Guangdong/20SF013/2020	EPI_ISL_403933	2020-01-15	China
Guangdong/20SF014/2020	EPI_ISL_403934	2020-01-15	China
